INPUT:id	INPUT:text	OUTPUT:label	ASSIGNMENT:worker_id	ASSIGNMENT:assignment_id
5	Услуга выезда дизайнера по шторам. Шторы жалюзи каарнизы в Рвменском	ad	e3ead8f7-d611-4743-aed3-993f53f1e368	dff1ec7a-1eb3-4053-bb54-f33139bf9ba2
5	Услуга выезда дизайнера по шторам. Шторы жалюзи каарнизы в Рвменском	not_ad	63a16f84-64c3-44e4-81ac-fca89111de29	a324a0a5-948b-4b96-8549-d0ffab5a15e6
5	Услуга выезда дизайнера по шторам. Шторы жалюзи каарнизы в Рвменском	not_add	79b9d7bb-d195-4e04-b46a-271a1d72c8c5	123f797e-4333-4f03-90c0-ac267a92d992
6	Ленинградская область. Эльбрус Удаление деревьев частями	not_ad	93454130-f378-40c5-84f9-45af5b6597a6	bd2ba493-a993-413a-b215-b2505ada65b8
6	Ленинградская область. Эльбрус Удаление деревьев частями	ban_shock_content	cf829976-ee5c-4cf0-bafa-48ab9842ae9c	127a4c14-fe13-4d98-86d9-4295a97b064d
6	Ленинградская область. Эльбрус Удаление деревьев частями	ad	e3076465-9f5b-4b18-9de0-11f7100b4166	76fb8e93-b966-4830-b6a6-a39813ad520a
7	Натяжные потолки 75111. Качество, гарантия,доступная цена.	not_ad	d29e9f9e-5fe0-4093-a7e6-8b6316dfcf38	232d1700-8f05-4289-99e7-3c67233d96ea
7	Натяжные потолки 75111. Качество, гарантия,доступная цена.	ad	6b64e9b2-2e4f-44b3-9f0d-dd297d6c8490	438e59b9-20ab-4d37-ad54-0fbb671432ae
7	Натяжные потолки 75111. Качество, гарантия,доступная цена.	not_ad	3a15ff18-d56a-454f-87d7-50e046edd505	1b91c781-5056-4e22-809d-116701611680
8	Обращайтесь в любое время. Выполняю заказ Недорого и Качественно	ban_shock_content	fc15be76-9a5f-4b0c-9510-ff2f1758f24a	7d3c5a89-33b0-408d-b9ef-ce6a9ba53628
8	Обращайтесь в любое время. Выполняю заказ Недорого и Качественно	ban_shock_content	99be61c1-7fe0-47dc-97e0-80ffde797bfc	50e281ba-9ae9-4145-bede-1e50e2b94f8b
8	Обращайтесь в любое время. Выполняю заказ Недорого и Качественно	ad	22e0ad17-07b6-4f17-98c7-a6000d9b9ceb	b54b4cfc-abf3-49a5-b0e4-0ce20b5a0463
9	Лежанки с гамаком снова в наличии 😺. Размеры: 48*48*48см Можно стирать Цена: 1500₽	not_add	26b26ba9-f181-49d2-a03a-e0107ccc3f3d	49fc7e40-1564-40b6-99fc-b81305f7d39c
9	Лежанки с гамаком снова в наличии 😺. Размеры: 48*48*48см Можно стирать Цена: 1500₽	not_add	b2495da2-10c3-4ffe-af9a-4090d33da2cc	26898dc4-d23e-477d-87ec-462a748657da
9	Лежанки с гамаком снова в наличии 😺. Размеры: 48*48*48см Можно стирать Цена: 1500₽	not_ad	8ebc4f4f-1d87-49aa-8be2-b3cd25d881e0	4a6e79cb-ca0c-4c1a-b1c6-142fdd504e64
10	Автозапчасти. Запчасти для иномарок с доставкой http://cardan26.ru/	ad	e19d1523-f736-496b-a785-13120bb9be2e	ccbff744-d060-439d-be75-66f31f8d0699
10	Автозапчасти. Запчасти для иномарок с доставкой http://cardan26.ru/	not_ad	2a9d0497-0ba2-4c55-be37-de29ce765d3f	d7334392-e739-47cb-9528-604ee18b36b1
10	Автозапчасти. Запчасти для иномарок с доставкой http://cardan26.ru/	ban_shock_content	aa275a6b-523d-40e4-98f0-5efbef7069ee	106203ee-e3f8-4c60-92dd-94c9048db24c
11	Ремонт стиральных машин. Установка диагностика ремонт  https://classmaster.simdif.com	ban_shock_content	acb52899-82b9-478f-8cd9-8e8f5f470218	6a83ad12-1630-4948-b558-4506ec84e33f
11	Ремонт стиральных машин. Установка диагностика ремонт  https://classmaster.simdif.com	ad	c80a07a7-1cf0-4f5c-9733-8caeb8719d18	40d33a68-fee4-40f0-b22d-9c4b288805d0
11	Ремонт стиральных машин. Установка диагностика ремонт  https://classmaster.simdif.com	ban_shock_content	454060cf-a3d0-4022-b39d-afdbca62399a	679b3e79-3aa8-4119-867e-1dcbbd932169
12	Приглашаю к сотрудничеству!. Элитная корейская косметика и уход за домом! 8(916)5895625	not_add	c51527c1-954f-4685-a3ae-131b1d53ffff	9ee400df-3c2a-46c4-b4f5-48873d7da2bd
12	Приглашаю к сотрудничеству!. Элитная корейская косметика и уход за домом! 8(916)5895625	ban_shock_content	fb345970-acee-4d1d-b764-295a2d024240	d7b3c06a-b760-4c3e-b6ee-7570e68bf074
12	Приглашаю к сотрудничеству!. Элитная корейская косметика и уход за домом! 8(916)5895625	ad	a8f9fe21-4720-4ddb-89f7-9637e8f842ea	cce2e25b-aec3-4f41-a010-37bce47a25b2
13	Акция осенью 2020. Осенью  скидка 15% на ремонт индукционных плит на дому!	not_ad	5889f822-02af-42ce-8353-456972af0826	3706d168-a174-4e32-b4ff-50470147f0f7
13	Акция осенью 2020. Осенью  скидка 15% на ремонт индукционных плит на дому!	not_add	6bea57c7-8fdc-4764-b6a6-47d276cedf73	16c51127-165e-4af5-b32e-8c5af9827fe0
13	Акция осенью 2020. Осенью  скидка 15% на ремонт индукционных плит на дому!	not_add	41945dc5-6ba3-44b6-8c1b-ee7494a96476	764ef13d-30de-4b2d-b867-8ea37633075a
14	"""Black Gryphon"" Studio Shutterstock. https://www.shutterstock.com/image-vector/lines-colorful-abstract-cloth-fashion-graphic-1232119195"	not_add	6f9f5099-b79d-4496-a439-5f02acea4634	30bb6eb7-7919-40ec-bf85-f1be25cb7805
14	"""Black Gryphon"" Studio Shutterstock. https://www.shutterstock.com/image-vector/lines-colorful-abstract-cloth-fashion-graphic-1232119195"	ban_shock_content	26af2969-ace0-4ccd-be90-566dbf91d1a6	e593a20e-ae7c-4dd6-896f-c82a28c3561a
14	"""Black Gryphon"" Studio Shutterstock. https://www.shutterstock.com/image-vector/lines-colorful-abstract-cloth-fashion-graphic-1232119195"	ad	7a615915-1fca-4fc0-a91b-6e3758a59773	f3179250-eb05-4f75-a665-4409d69d01c8
15	ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ. ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ В ЛЮБОМ СОСТОЯНИИ  8904-057-91-81	not_add	39126a24-568a-4de5-b3ec-230ec515cf71	a2f914ca-50c2-4e8f-982e-a84671e5978b
15	ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ. ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ В ЛЮБОМ СОСТОЯНИИ  8904-057-91-81	not_add	6effa2e3-c957-4b5d-bf59-8b6fed00252d	d3a35920-d9ae-4d3d-83c7-9a921df956e6
15	ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ. ДОРОГО КУПЛЮ ВАШ АВТОМОБИЛЬ В ЛЮБОМ СОСТОЯНИИ  8904-057-91-81	ad	9899132d-464a-4bc8-9d79-28190be15d8b	bd09e301-5436-4311-8fc9-86b659e5f819
16	Бочки б.у. Чистые 170л-1400р,227 л 1300-1500р,ЕВРОКУБ мытый 5000р..тел 8-951-443-48-55	ad	d328e9f3-cede-45d5-bb18-d97024a07e48	3774d06f-d3d2-43a3-8332-5c4e4e5474c7
16	Бочки б.у. Чистые 170л-1400р,227 л 1300-1500р,ЕВРОКУБ мытый 5000р..тел 8-951-443-48-55	not_ad	c57ce511-35b2-4789-8041-9ef3157db572	85971c87-8261-4514-aec6-271a2a8c71f6
16	Бочки б.у. Чистые 170л-1400р,227 л 1300-1500р,ЕВРОКУБ мытый 5000р..тел 8-951-443-48-55	ban_shock_content	cc4d314d-eb08-4270-abd9-a8d36f7029dd	edf9a90a-59b7-429a-8dab-41eda6f2fcc9
17	Нужны отзывы!!. Кто заказываю тут окна, поделитесь отзывами https://oknolider.ru/	not_add	9d947eb4-9730-4f9f-853b-3d9a3472b64b	9ffe29ca-85f1-4e8b-8b09-cd992d733b31
17	Нужны отзывы!!. Кто заказываю тут окна, поделитесь отзывами https://oknolider.ru/	not_add	155f3610-7c40-4c40-a3fe-eda3d69b245a	4c0d3379-140c-40b4-897f-43c768630f5b
17	Нужны отзывы!!. Кто заказываю тут окна, поделитесь отзывами https://oknolider.ru/	not_ad	46350042-126a-4abc-ba9b-a329d0d7a9d6	8bf70cfe-cf37-408c-8ef6-2fb0764b84b8
18	Акция: мк коронка 10.000 р. Металлокерамическая коронка (Германия) под ключ 10 000 руб.	ban_shock_content	55c9ac9d-b43a-4472-ade8-b14616eda088	bff0f6be-09fc-46ad-95a7-8ffd54ec76f8
18	Акция: мк коронка 10.000 р. Металлокерамическая коронка (Германия) под ключ 10 000 руб.	not_ad	6025ce7f-c011-41cb-b84c-f98a472dc994	7e7c85f9-8d32-47cf-bcfb-6af2c872169e
18	Акция: мк коронка 10.000 р. Металлокерамическая коронка (Германия) под ключ 10 000 руб.	ban_shock_content	3fcc4aa7-03e9-4637-9a8e-6d25e7c6e45d	66d2b7fb-f324-4155-9702-279990918863
19	Срочная помощь для Вашей техники. Лучше вернуть в строй 15-ти летнюю технику чем покупать новую	ban_shock_content	6b64e9b2-2e4f-44b3-9f0d-dd297d6c8490	7c5f5257-47f6-41a0-b371-cb8a3f8b8567
19	Срочная помощь для Вашей техники. Лучше вернуть в строй 15-ти летнюю технику чем покупать новую	ad	ca5ee72c-4310-4335-a084-a8dbd5597aa3	c90528ec-a15a-4b97-9cd7-a754f681efa5
19	Срочная помощь для Вашей техники. Лучше вернуть в строй 15-ти летнюю технику чем покупать новую	ban_shock_content	79242b1f-495b-4460-86a4-33aa58140fbd	63c6e884-f4cb-4aaa-84c8-c9a3ff5ba23b
20	Предлагаю  поверку приборов учета воды на дому без снятия. Аккредитация Официально 89267248817  +7 (499) 372-04-03  +7 (499) 347-58-52  +7 (499) 340-14-38	not_add	fc15be76-9a5f-4b0c-9510-ff2f1758f24a	cf1fd4df-aa6f-445c-ab13-4999c612a5a7
20	Предлагаю  поверку приборов учета воды на дому без снятия. Аккредитация Официально 89267248817  +7 (499) 372-04-03  +7 (499) 347-58-52  +7 (499) 340-14-38	ad	89d95ec5-be5e-4398-95e7-8602e29421f4	a594ebe2-3c88-4d4a-affa-b76070e4e309
20	Предлагаю  поверку приборов учета воды на дому без снятия. Аккредитация Официально 89267248817  +7 (499) 372-04-03  +7 (499) 347-58-52  +7 (499) 340-14-38	ban_shock_content	38b916e6-b746-45c3-8110-862837ff497c	3bc94f99-6812-4bfb-9c22-c1ea160e86b3
21	Постельное бельё на заказ. Материал перкаль, любая комплектация,по г.Бор доставка бесплатная	not_add	c6641d9d-a0e1-44ad-bf8a-cb68b11c229c	aba8537e-6cbe-434a-96b0-a9f5ecdd2b16
21	Постельное бельё на заказ. Материал перкаль, любая комплектация,по г.Бор доставка бесплатная	not_add	d357a6f5-f79f-4972-b76f-1ab588b7cd52	7a81e985-abb4-4483-9a3e-0ccd5957492a
21	Постельное бельё на заказ. Материал перкаль, любая комплектация,по г.Бор доставка бесплатная	not_ad	454060cf-a3d0-4022-b39d-afdbca62399a	20cf3efd-4603-49d5-8aab-f93415c9d8bf
22	Стаж более 8 лет. Установлю реальную причину, Отремонтирую быстро. Цены без накруток	ad	62ee3695-63b2-40ab-b137-58aa9b0f9f1a	a97965dd-fda2-43f7-96f1-09feab7fcb57
22	Стаж более 8 лет. Установлю реальную причину, Отремонтирую быстро. Цены без накруток	not_add	e83a1f9d-1d39-4b68-85fe-bcb61b5aef54	c125b9b2-c95d-48b3-982a-32847bbfcdfb
22	Стаж более 8 лет. Установлю реальную причину, Отремонтирую быстро. Цены без накруток	not_add	48715a76-0aa2-403d-8f17-3acfdf640aa9	15ac4662-90eb-4895-b5c3-6272c6733b6c
23	Оконный завод века офис в г. Армавир ул. Мира 44. Автоматические раздвижные двери, окна, балконы, терассы. 89094445557 Veka.me	ad	46d17a8d-d64a-4fe1-8236-984818f1085c	854d389c-53ad-4ae7-b4a0-ea3dd3da7c69
23	Оконный завод века офис в г. Армавир ул. Мира 44. Автоматические раздвижные двери, окна, балконы, терассы. 89094445557 Veka.me	ad	b44269d0-92df-49c2-a162-2a551d21e6e7	45f7eafd-46c6-48a0-ba79-3873c7133784
23	Оконный завод века офис в г. Армавир ул. Мира 44. Автоматические раздвижные двери, окна, балконы, терассы. 89094445557 Veka.me	not_add	4ff7accf-63bc-48fc-bd1b-fa6a72bae6f2	63998f37-8e5d-4d6b-a080-bafb1799d644
24	Пансионат Ласточкино Гнездо. Качественный уход за пожилыми людьми по доступным ценам от 1000 руб. в сутки	ad	78ca4cf4-95d9-4ba0-8291-bf5adaa2ae78	e1d2d45e-e3c4-4b19-9781-aec5c282671a
24	Пансионат Ласточкино Гнездо. Качественный уход за пожилыми людьми по доступным ценам от 1000 руб. в сутки	ad	c7329f32-7880-47e6-97f4-01b95f9e7a51	8e1d03f3-220b-44ce-9365-ed7ec9d8c8c3
24	Пансионат Ласточкино Гнездо. Качественный уход за пожилыми людьми по доступным ценам от 1000 руб. в сутки	ad	00f0dc12-9101-4c58-b5c1-718f778effb8	6346ee2c-acb0-485a-922a-9ec81e02f99f
25	купон на скидку учи.ру 20%. Промокод: ETXWGEAQ Промокод действует 2 месяца. Его можно использовать до 10 раз.	ad	e280c2da-e0f2-4c5c-9c9f-6f2d37c25683	b9f50cab-342d-4b79-b919-ab6e68d57854
25	купон на скидку учи.ру 20%. Промокод: ETXWGEAQ Промокод действует 2 месяца. Его можно использовать до 10 раз.	not_add	da25b3af-8c4a-45dd-a6e4-6ada56e41d0f	36c8c0d7-ab66-4b9a-ba31-e5b6c9f5c151
25	купон на скидку учи.ру 20%. Промокод: ETXWGEAQ Промокод действует 2 месяца. Его можно использовать до 10 раз.	ad	026e1c12-c9a6-4c8a-a264-becbb7726c73	3468b083-674b-4de4-82cc-15a64eca2fab
26	✔ Большой выбор полок и стеллажей. ✨Ассортимент представлен на втором этаже. Группа в ВК https://vk.com/domostroy_nefteyugansk	not_add	b26555ac-db8e-4785-9c8d-29dbd46028ad	81f861c9-1851-4945-a5b8-b1139a034df8
26	✔ Большой выбор полок и стеллажей. ✨Ассортимент представлен на втором этаже. Группа в ВК https://vk.com/domostroy_nefteyugansk	ad	fb20e4f3-14e4-48d3-8489-150c3c67fa7b	6a612529-6455-42ec-82b4-d929441fb4b0
26	✔ Большой выбор полок и стеллажей. ✨Ассортимент представлен на втором этаже. Группа в ВК https://vk.com/domostroy_nefteyugansk	ad	e7e935a5-a891-4eb6-91ac-fc483cabacf8	50b9115f-4068-4955-8ea5-4d34278c1f40
27	Ждем Вас по адресу:. г. Советский, ул. Гастелло 43 и Жд 20а (в м-не Мечта покупателя)  Букеты в наличии.	not_ad	4f8db265-9acd-4b1c-96e8-5c5c5e414eee	5aff6e3f-1bad-4ad1-ac4f-8a06bdcb2a09
27	Ждем Вас по адресу:. г. Советский, ул. Гастелло 43 и Жд 20а (в м-не Мечта покупателя)  Букеты в наличии.	ad	f8573244-95b5-4550-a992-3e38b617e75e	1288efc9-e4d1-4ca8-8234-4a1971b68468
27	Ждем Вас по адресу:. г. Советский, ул. Гастелло 43 и Жд 20а (в м-не Мечта покупателя)  Букеты в наличии.	ban_shock_content	f26aabad-5783-4070-b156-dd98c982dcc3	aff2eee9-56e8-4311-9b93-7c2f915d1ff4
28	Студия стрижки Олега Володина!. Стрижка и укладка для прекрасной Ларисы😍 Приходи и ты за новым образом)) ☺✌	not_add	4b5cb33f-b31f-49ac-99fa-400eeee9b491	4d2284d6-e604-44e7-b881-f32c30bd91f8
28	Студия стрижки Олега Володина!. Стрижка и укладка для прекрасной Ларисы😍 Приходи и ты за новым образом)) ☺✌	ban_shock_content	89eb50d3-efcf-46d5-aed9-9df83ce186d3	1f7d212c-c58f-45e9-a8e6-4116dbe25efb
28	Студия стрижки Олега Володина!. Стрижка и укладка для прекрасной Ларисы😍 Приходи и ты за новым образом)) ☺✌	not_ad	3c643904-adb6-43db-b988-dc828b3042f2	638ab15a-d39b-4c3e-b498-2691bcc7eeb3
29	Юридические услуги. Составление договоров любой сложности  (дарения, купли-продажи, мены, задатка).	ad	77d88d8a-8e74-44cb-b21d-2f998072fcaf	0a8b930f-9a80-4ad5-9f56-52cc6b16d949
29	Юридические услуги. Составление договоров любой сложности  (дарения, купли-продажи, мены, задатка).	not_ad	da5df87b-246f-476a-9311-c91e8edebafc	73070655-9ff0-4753-9c67-08301827a605
29	Юридические услуги. Составление договоров любой сложности  (дарения, купли-продажи, мены, задатка).	ad	1ec6c0f7-d5b4-4871-bdf7-6e940cf6d560	b73eb090-a498-475d-89a4-ea0cb30f39ea
30	Межевание по низким ценам.. Все виды кадастровых работ.   https://межевание-тульская-область.рф/  тел. (В-920-773-58-11)	not_ad	6217fc90-1e88-40c4-bad4-5ec5916b9ddb	f885aa30-4793-4904-b5e0-19be07dbf72a
30	Межевание по низким ценам.. Все виды кадастровых работ.   https://межевание-тульская-область.рф/  тел. (В-920-773-58-11)	ban_shock_content	3d0ddeca-ac58-433b-b125-a49d68ad0323	35930126-4459-4d8a-bd80-625b7d06eb9c
30	Межевание по низким ценам.. Все виды кадастровых работ.   https://межевание-тульская-область.рф/  тел. (В-920-773-58-11)	not_ad	5324c3da-a905-4e30-ae3e-e95ca1ae457c	deae2628-acd3-4eab-a576-c05f19c14d79
31	Ремонт айфонов в районе проспект Октябрьской Революции, 40/4. Ремонт мобильных телефонов Apple продукции и не только, продажа Apple  в Севастополе.	not_add	d0ac2204-4fc9-4150-8121-c5f805058605	6996e748-07ae-419a-ae1d-a12ce48ceaa3
31	Ремонт айфонов в районе проспект Октябрьской Революции, 40/4. Ремонт мобильных телефонов Apple продукции и не только, продажа Apple  в Севастополе.	not_add	79b9d7bb-d195-4e04-b46a-271a1d72c8c5	b34ba17f-48de-4448-8e57-f9f005921218
31	Ремонт айфонов в районе проспект Октябрьской Революции, 40/4. Ремонт мобильных телефонов Apple продукции и не только, продажа Apple  в Севастополе.	ad	550ada5e-6498-4992-901a-63d78d27dfa3	a8254233-7dd6-4f9e-9c4d-c2dd26fb488c
32	Ремонт обуви. Немецкое оборудование, квалифицированные мастера, быстро и с гарантией качества .  8-977-300-40-11	not_add	79242b1f-495b-4460-86a4-33aa58140fbd	2a29c2e7-9aef-46a3-8541-46386e762986
32	Ремонт обуви. Немецкое оборудование, квалифицированные мастера, быстро и с гарантией качества .  8-977-300-40-11	not_add	5c8b1a4d-62e8-4c65-8dfc-a3e2e2929c39	9367ac8f-7cfc-44b8-8445-a51932b1ed81
32	Ремонт обуви. Немецкое оборудование, квалифицированные мастера, быстро и с гарантией качества .  8-977-300-40-11	ban_shock_content	2542226b-2db3-4c6f-a0c5-ecdac3841a48	8c3c7efa-5141-4772-b8a0-39146b7a6237
33	Приходите к нам в April to you :). Комбо снятие + комбинированный маникюр + покрытие от 2000 ₽! А ещё у нас очень красиво и уютно :)	not_ad	836509a6-a39a-478c-81c7-bd0a51244693	a6a84e5f-f98b-42cd-8cfd-81320bee840f
33	Приходите к нам в April to you :). Комбо снятие + комбинированный маникюр + покрытие от 2000 ₽! А ещё у нас очень красиво и уютно :)	not_add	4bed471c-7f44-41c4-9d64-e2b68e04c523	2370e0ed-5eeb-4a44-935f-f3ee548432f4
33	Приходите к нам в April to you :). Комбо снятие + комбинированный маникюр + покрытие от 2000 ₽! А ещё у нас очень красиво и уютно :)	not_ad	9f7646bd-49ef-486c-93d9-d36b3f668b5f	02ed9af2-4414-4dc9-a936-7715c6a9c772
34	Генеральная уборка квартиры. Клининговая компания Москлининг.ПРО  Лучшая уборка в Москве.   Пишите, звоните:  84951757320  89779483307	not_ad	0ead75cf-c6dd-4873-85fe-928a958df072	66ecc609-7fc1-4b61-9b95-634d17d25cea
34	Генеральная уборка квартиры. Клининговая компания Москлининг.ПРО  Лучшая уборка в Москве.   Пишите, звоните:  84951757320  89779483307	ban_shock_content	97d54c4c-801a-4c3c-9d9d-41307820f62c	4a14119b-d8e2-4b91-95e6-570dfcb6016f
34	Генеральная уборка квартиры. Клининговая компания Москлининг.ПРО  Лучшая уборка в Москве.   Пишите, звоните:  84951757320  89779483307	ban_shock_content	59e2b920-fbd6-47dd-bdb7-4d3535dbfac5	6566e7ad-0ebb-4abe-94b2-e4b66b2b3da9
35	Снижение цен на мебельный щит. Успейте воспользоваться выгодным предложением и приобрести мебельный щит по приятной цене!	ban_shock_content	c43eeacd-b19c-4766-af2c-2c8a1fef283b	470dc638-7800-425f-af6a-ecc17ca73ecc
35	Снижение цен на мебельный щит. Успейте воспользоваться выгодным предложением и приобрести мебельный щит по приятной цене!	ad	58b0919f-cc04-4a3a-8aba-4bac914332d4	3dd5022e-8fec-4317-b07a-a15b32c20ba4
35	Снижение цен на мебельный щит. Успейте воспользоваться выгодным предложением и приобрести мебельный щит по приятной цене!	ad	b97cd6bc-2343-483b-a74e-56d3edd6b020	ba73c1bf-f064-4666-b9ac-a26687078f19
36	Друзья всем здравствуйте. Поступило средство для чистки котлов, печей и дымоходов, приходите будем рады, выбор большой.	ad	e7e935a5-a891-4eb6-91ac-fc483cabacf8	df8ac624-90a3-4e60-8c02-265008123ba9
36	Друзья всем здравствуйте. Поступило средство для чистки котлов, печей и дымоходов, приходите будем рады, выбор большой.	ban_shock_content	56c10c8d-6768-443f-89a5-299bb27e9060	44f70688-cec6-4a49-b1df-472af1e8d9ba
36	Друзья всем здравствуйте. Поступило средство для чистки котлов, печей и дымоходов, приходите будем рады, выбор большой.	not_add	40f855f7-ff05-4dee-beb0-6c6c669d1ea4	273106bf-e2ff-4cb5-a242-7bd0d9a73d51
37	Крафт у метро Бауманская. Всегда в наличии большой выбор крафта по приятным ценам!  30 метров от входа в метро Бауманская	not_ad	8f526d66-2bff-4ecb-b36a-aab7a96ee9d6	e1888b62-82a4-4f45-891e-ad5c1cb60f0c
37	Крафт у метро Бауманская. Всегда в наличии большой выбор крафта по приятным ценам!  30 метров от входа в метро Бауманская	ban_shock_content	ba63baa8-01f1-418d-b734-0e55133f5335	4de95fca-e09b-4d8d-b0d6-19338ac2ca49
37	Крафт у метро Бауманская. Всегда в наличии большой выбор крафта по приятным ценам!  30 метров от входа в метро Бауманская	ban_shock_content	988652ec-16f4-42c4-9440-ebe7281d44a6	3f1dd924-c4c0-44d4-9f8c-14c57dcff0be
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	not_add	b5e15d6c-863b-403a-81d9-c7a1a0107dff	046115f4-d337-454b-8bd4-11932ac6fed7
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	ban_shock_content	59e2b920-fbd6-47dd-bdb7-4d3535dbfac5	68ff60de-b232-4919-a4d2-a53bfe7ebc77
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	not_ad	1b8427ab-c98b-41e2-9202-1db830e43fd5	c985d6fe-1263-4970-8214-dea91df37854
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	ad	c922a862-d035-404c-a87c-47364e4140fc	d1771801-cb64-42a1-b625-eb985c99f71c
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	not_add	d0ac2204-4fc9-4150-8121-c5f805058605	6c24184f-7b45-4742-80a8-6038f75ae23c
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	ban_shock_content	e335dd8b-72c8-4451-a030-ca4011ad3d89	1f9d2807-1604-44e8-a52d-b4a7f8eb1122
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	not_add	02e69e04-20d6-4535-a3b8-39e35342f3e1	d5608620-a223-431a-8ad2-129ecffb9df2
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	not_ad	9e281f77-6889-46b7-967e-9f81d7af2e4d	63a73623-c941-4715-83cb-ac76f9936f42
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	not_ad	6f9f5099-b79d-4496-a439-5f02acea4634	caf4ec66-6a51-4265-a4f4-c23d6fcbbdb6
41	На первое посещение 20% - шугаринг для девушек и женщин!. Скидка действует на весь прайс! Записаться можно в Яндекс.мессенджер, либо в Вк https://vk.com/shugaringnaorbite	not_ad	da5797a0-17ee-4848-93b5-28d06162ade8	a6248b12-138c-49d8-9284-824ea4ca75fe
